Date,Amount,Category,Description,Department,Urgency,Complexity,AutoApprove,Approver,ApproverName,ApproverPosition,SpendingLimit,RequireReceipt,ComplianceLimit
2023-11-01 13:41:38.689755,215.51,Miscellaneous,Miscellaneous expense on 2023-11-01,HR,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,200
2023-06-02 13:41:38.689755,388.5,Marketing,Marketing expense on 2023-06-02,HR,Low,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-05-31 13:41:38.689755,106.58,Meals,Meals expense on 2023-05-31,Operations,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-01-06 13:41:38.689755,58.95,Marketing,Marketing expense on 2024-01-06,Finance,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-05-17 13:41:38.689755,150.03,Utilities,Utilities expense on 2023-05-17,HR,Medium,High,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2023-07-27 13:41:38.689755,464.15,Miscellaneous,Miscellaneous expense on 2023-07-27,IT,Medium,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,200
2023-11-05 13:41:38.689755,313.77,Maintenance,Maintenance expense on 2023-11-05,IT,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2024-03-31 13:41:38.689755,146.64,Wifi,Wifi expense on 2024-03-31,Operations,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-07-15 13:41:38.689755,139.09,Maintenance,Maintenance expense on 2023-07-15,HR,High,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-09-17 13:41:38.689755,477.54,Equipment,Equipment expense on 2023-09-17,Finance,Low,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-08-26 13:41:38.689755,301.23,Software,Software expense on 2023-08-26,IT,Low,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,200
2023-07-27 13:41:38.689755,373.92,Office Supplies,Office Supplies expense on 2023-07-27,HR,Low,Low,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2023-07-04 13:41:38.689755,447.48,Travel,Travel expense on 2023-07-04,Operations,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-12-19 13:41:38.689755,22.18,Wifi,Wifi expense on 2023-12-19,IT,Medium,Low,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-08-08 13:41:38.689755,406.39,Wifi,Wifi expense on 2023-08-08,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-02-04 13:41:38.689755,78.28,Miscellaneous,Miscellaneous expense on 2024-02-04,Finance,High,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-01-09 13:41:38.689755,250.8,Meals,Meals expense on 2024-01-09,Finance,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-04-20 13:41:38.689755,326.92,Miscellaneous,Miscellaneous expense on 2024-04-20,Operations,High,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-06-28 13:41:38.689755,363.97,Office Supplies,Office Supplies expense on 2023-06-28,HR,Medium,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-07-17 13:41:38.689755,195.2,Wifi,Wifi expense on 2023-07-17,IT,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-12-08 13:41:38.689755,96.34,Equipment,Equipment expense on 2023-12-08,IT,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2023-05-24 13:41:38.689755,419.47,Travel,Travel expense on 2023-05-24,IT,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2023-06-04 13:41:38.689755,465.8,Office Supplies,Office Supplies expense on 2023-06-04,Operations,Medium,Low,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,False,100
2023-12-06 13:41:38.689755,421.66,Meals,Meals expense on 2023-12-06,Operations,High,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2024-01-17 13:41:38.689755,410.95,Software,Software expense on 2024-01-17,Finance,Medium,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2024-03-17 13:41:38.689755,394.82,Training,Training expense on 2024-03-17,Operations,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2023-09-11 13:41:38.689755,280.79,Travel,Travel expense on 2023-09-11,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-04-23 13:41:38.689755,62.29,Maintenance,Maintenance expense on 2024-04-23,Operations,Medium,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-08-12 13:41:38.689755,170.27,Training,Training expense on 2023-08-12,Finance,Medium,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2023-08-31 13:41:38.689755,313.33,Maintenance,Maintenance expense on 2023-08-31,Finance,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-08-08 13:41:38.689755,162.08,Office Supplies,Office Supplies expense on 2023-08-08,Operations,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-11-25 13:41:38.689755,275.53,Wifi,Wifi expense on 2023-11-25,IT,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2024-02-03 13:41:38.689755,360.26,Office Supplies,Office Supplies expense on 2024-02-03,HR,Low,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-05-09 13:41:38.689755,76.94,Utilities,Utilities expense on 2023-05-09,IT,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-07-12 13:41:38.689755,368.49,Equipment,Equipment expense on 2023-07-12,Operations,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2024-02-04 13:41:38.689755,306.08,Maintenance,Maintenance expense on 2024-02-04,IT,Low,High,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-08-24 13:41:38.689755,148.72,Software,Software expense on 2023-08-24,IT,Low,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2023-06-08 13:41:38.689755,271.05,Utilities,Utilities expense on 2023-06-08,HR,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2024-01-03 13:41:38.689755,249.63,Utilities,Utilities expense on 2024-01-03,Operations,Low,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-06-04 13:41:38.689755,312.68,Office Supplies,Office Supplies expense on 2023-06-04,HR,High,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,100
2023-11-18 13:41:38.689755,413.0,Maintenance,Maintenance expense on 2023-11-18,Operations,Medium,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-12-17 13:41:38.689755,223.07,Training,Training expense on 2023-12-17,Operations,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2024-02-18 13:41:38.689755,252.26,Wifi,Wifi expense on 2024-02-18,IT,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-04-13 13:41:38.689755,206.76,Office Supplies,Office Supplies expense on 2024-04-13,IT,Medium,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2023-07-11 13:41:38.689755,498.72,Miscellaneous,Miscellaneous expense on 2023-07-11,HR,Medium,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-10-16 13:41:38.689755,121.13,Software,Software expense on 2023-10-16,Finance,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2023-07-07 13:41:38.689755,430.74,Marketing,Marketing expense on 2023-07-07,HR,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-07-26 13:41:38.689755,195.01,Travel,Travel expense on 2023-07-26,Finance,High,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2023-06-04 13:41:38.689755,119.84,Equipment,Equipment expense on 2023-06-04,Finance,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2023-11-14 13:41:38.689755,155.97,Maintenance,Maintenance expense on 2023-11-14,Finance,Low,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-11-18 13:41:38.689755,434.58,Utilities,Utilities expense on 2023-11-18,IT,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2024-04-24 13:41:38.689755,185.78,Marketing,Marketing expense on 2024-04-24,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-09-03 13:41:38.689755,420.23,Software,Software expense on 2023-09-03,HR,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,200
2024-02-15 13:41:38.689755,336.49,Meals,Meals expense on 2024-02-15,IT,Low,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2023-08-31 13:41:38.689755,213.82,Travel,Travel expense on 2023-08-31,IT,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-05-05 13:41:38.689755,158.95,Miscellaneous,Miscellaneous expense on 2024-05-05,IT,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2024-01-02 13:41:38.689755,230.06,Wifi,Wifi expense on 2024-01-02,HR,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-08-31 13:41:38.689755,169.18,Maintenance,Maintenance expense on 2023-08-31,Finance,Medium,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-02-10 13:41:38.689755,320.81,Travel,Travel expense on 2024-02-10,Operations,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-05-24 13:41:38.689755,254.8,Meals,Meals expense on 2023-05-24,Finance,High,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-09-19 13:41:38.689755,426.12,Miscellaneous,Miscellaneous expense on 2023-09-19,Finance,High,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-12-21 13:41:38.689755,479.07,Maintenance,Maintenance expense on 2023-12-21,HR,Medium,Low,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2024-05-07 13:41:38.689755,257.23,Meals,Meals expense on 2024-05-07,Operations,High,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-06-07 13:41:38.689755,262.81,Miscellaneous,Miscellaneous expense on 2023-06-07,IT,Low,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-08-07 13:41:38.689755,397.23,Miscellaneous,Miscellaneous expense on 2023-08-07,HR,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-11-19 13:41:38.689755,424.94,Equipment,Equipment expense on 2023-11-19,Finance,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-07-05 13:41:38.689755,80.32,Travel,Travel expense on 2023-07-05,HR,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-08-27 13:41:38.689755,77.37,Marketing,Marketing expense on 2023-08-27,Operations,High,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-08-04 13:41:38.689755,444.83,Marketing,Marketing expense on 2023-08-04,HR,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2023-10-14 13:41:38.689755,283.58,Miscellaneous,Miscellaneous expense on 2023-10-14,Operations,Low,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-05-09 13:41:38.689755,58.14,Travel,Travel expense on 2023-05-09,IT,Low,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-04-17 13:41:38.689755,81.68,Equipment,Equipment expense on 2024-04-17,Operations,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2024-04-17 13:41:38.689755,490.6,Equipment,Equipment expense on 2024-04-17,IT,Medium,Medium,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2024-01-08 13:41:38.689755,115.37,Marketing,Marketing expense on 2024-01-08,IT,Low,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,1000
2024-05-05 13:41:38.689755,292.87,Office Supplies,Office Supplies expense on 2024-05-05,IT,High,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,100
2024-04-23 13:41:38.689755,71.71,Meals,Meals expense on 2024-04-23,Operations,Low,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-10-08 13:41:38.689755,486.22,Maintenance,Maintenance expense on 2023-10-08,Operations,High,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-11-28 13:41:38.689755,183.26,Maintenance,Maintenance expense on 2023-11-28,Finance,High,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-12-27 13:41:38.689755,454.22,Wifi,Wifi expense on 2023-12-27,HR,Medium,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2024-01-09 13:41:38.689755,162.38,Training,Training expense on 2024-01-09,Finance,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2024-04-02 13:41:38.689755,69.14,Maintenance,Maintenance expense on 2024-04-02,IT,High,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-11-14 13:41:38.689755,177.07,Utilities,Utilities expense on 2023-11-14,Operations,Low,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-06-02 13:41:38.689755,12.55,Travel,Travel expense on 2023-06-02,HR,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-05-19 13:41:38.689755,313.86,Travel,Travel expense on 2023-05-19,Operations,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-06-04 13:41:38.689755,366.97,Software,Software expense on 2023-06-04,IT,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,200
2024-03-05 13:41:38.689755,280.74,Utilities,Utilities expense on 2024-03-05,IT,Low,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-11-29 13:41:38.689755,153.86,Travel,Travel expense on 2023-11-29,Operations,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-07-04 13:41:38.689755,414.48,Maintenance,Maintenance expense on 2023-07-04,HR,High,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-04-16 13:41:38.689755,303.98,Software,Software expense on 2024-04-16,IT,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,200
2024-04-24 13:41:38.689755,126.71,Utilities,Utilities expense on 2024-04-24,HR,Medium,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-09-01 13:41:38.689755,19.21,Meals,Meals expense on 2023-09-01,HR,High,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-07-09 13:41:38.689755,270.02,Software,Software expense on 2023-07-09,IT,Low,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,200
2023-06-05 13:41:38.689755,433.28,Meals,Meals expense on 2023-06-05,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-11-09 13:41:38.689755,485.86,Meals,Meals expense on 2023-11-09,HR,Medium,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2024-01-14 13:41:38.689755,320.66,Travel,Travel expense on 2024-01-14,Operations,High,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-07-14 13:41:38.689755,209.4,Utilities,Utilities expense on 2023-07-14,Finance,High,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2024-03-17 13:41:38.689755,254.48,Travel,Travel expense on 2024-03-17,Finance,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2023-05-12 13:41:38.689755,174.89,Wifi,Wifi expense on 2023-05-12,Finance,Low,High,True,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-11-10 13:41:38.689755,139.22,Miscellaneous,Miscellaneous expense on 2023-11-10,IT,High,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2024-03-17 13:41:38.689755,233.93,Equipment,Equipment expense on 2024-03-17,Finance,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2023-11-15 13:41:38.689755,132.69,Equipment,Equipment expense on 2023-11-15,Operations,Medium,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-09-01 13:41:38.689755,386.32,Marketing,Marketing expense on 2023-09-01,Finance,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2023-11-13 13:41:38.689755,330.91,Meals,Meals expense on 2023-11-13,Operations,Low,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,50
2023-12-18 13:41:38.689755,55.82,Maintenance,Maintenance expense on 2023-12-18,Operations,Medium,Medium,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,500
2023-08-31 13:41:38.689755,61.86,Training,Training expense on 2023-08-31,Finance,High,Medium,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2024-04-05 13:41:38.689755,183.21,Marketing,Marketing expense on 2024-04-05,IT,Low,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-07-14 13:41:38.689755,199.98,Marketing,Marketing expense on 2023-07-14,HR,Low,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-09-14 13:41:38.689755,431.39,Maintenance,Maintenance expense on 2023-09-14,IT,Medium,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2024-02-05 13:41:38.689755,46.77,Utilities,Utilities expense on 2024-02-05,Operations,Medium,High,True,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2023-08-23 13:41:38.689755,20.32,Wifi,Wifi expense on 2023-08-23,IT,Low,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2023-08-14 13:41:38.689755,237.87,Wifi,Wifi expense on 2023-08-14,Finance,High,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2023-11-20 13:41:38.689755,221.62,Software,Software expense on 2023-11-20,Operations,Low,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,200
2024-04-18 13:41:38.689755,133.75,Training,Training expense on 2024-04-18,HR,Low,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,300
2023-06-25 13:41:38.689755,79.03,Software,Software expense on 2023-06-25,Operations,Medium,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,200
2023-07-09 13:41:38.689755,21.79,Utilities,Utilities expense on 2023-07-09,HR,Medium,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2023-07-12 13:41:38.689755,437.39,Miscellaneous,Miscellaneous expense on 2023-07-12,Finance,Low,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,False,200
2024-03-16 13:41:38.689755,285.31,Office Supplies,Office Supplies expense on 2024-03-16,IT,Medium,Low,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2023-07-10 13:41:38.689755,294.87,Equipment,Equipment expense on 2023-07-10,HR,High,Low,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2024-01-17 13:41:38.689755,71.15,Travel,Travel expense on 2024-01-17,HR,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2023-07-15 13:41:38.689755,26.08,Maintenance,Maintenance expense on 2023-07-15,Operations,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-06-14 13:41:38.689755,72.71,Wifi,Wifi expense on 2023-06-14,Operations,High,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,50
2023-06-28 13:41:38.689755,198.09,Utilities,Utilities expense on 2023-06-28,Finance,Low,Low,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,False,200
2024-02-10 13:41:38.689755,194.54,Marketing,Marketing expense on 2024-02-10,HR,Medium,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,1000
2024-01-30 13:41:38.689755,322.67,Training,Training expense on 2024-01-30,IT,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,300
2024-02-27 13:41:38.689755,247.67,Meals,Meals expense on 2024-02-27,Finance,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-05-22 13:41:38.689755,291.74,Maintenance,Maintenance expense on 2023-05-22,HR,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-08-28 13:41:38.689755,439.21,Office Supplies,Office Supplies expense on 2023-08-28,Finance,Medium,Medium,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,100
2024-01-26 13:41:38.689755,111.19,Software,Software expense on 2024-01-26,Operations,Low,Low,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,200
2023-06-12 13:41:38.689755,364.16,Software,Software expense on 2023-06-12,Operations,Medium,Medium,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,200
2024-03-16 13:41:38.689755,209.59,Travel,Travel expense on 2024-03-16,Finance,High,Low,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,500
2023-08-03 13:41:38.689755,130.75,Training,Training expense on 2023-08-03,HR,Low,Low,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,300
2024-02-08 13:41:38.689755,329.85,Equipment,Equipment expense on 2024-02-08,Finance,Low,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-09-18 13:41:38.689755,26.82,Marketing,Marketing expense on 2023-09-18,Operations,Medium,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,1000
2023-06-10 13:41:38.689755,459.36,Training,Training expense on 2023-06-10,Operations,Low,High,False,"{'Name': 'Charlie', 'Position': 'Director'}",Charlie,Director,2000,True,300
2024-04-08 13:41:38.689755,185.8,Travel,Travel expense on 2024-04-08,Finance,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,500
2023-11-05 13:41:38.689755,302.24,Meals,Meals expense on 2023-11-05,Operations,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,50
2023-08-17 13:41:38.689755,30.19,Miscellaneous,Miscellaneous expense on 2023-08-17,HR,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,False,200
2023-05-31 13:41:38.689755,197.61,Office Supplies,Office Supplies expense on 2023-05-31,Finance,Low,Medium,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,100
2024-01-04 13:41:38.689755,78.43,Software,Software expense on 2024-01-04,Finance,High,Low,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,200
2023-07-13 13:41:38.689755,31.71,Meals,Meals expense on 2023-07-13,HR,Low,Medium,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,50
2024-03-22 13:41:38.689755,382.17,Training,Training expense on 2024-03-22,Operations,High,High,False,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,300
2024-04-11 13:41:38.689755,96.0,Wifi,Wifi expense on 2024-04-11,HR,Low,High,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,50
2023-09-08 13:41:38.689755,406.85,Maintenance,Maintenance expense on 2023-09-08,HR,Low,Medium,True,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2024-05-03 13:41:38.689755,133.17,Equipment,Equipment expense on 2024-05-03,IT,Medium,High,False,"{'Name': 'David', 'Position': 'Manager'}",David,Manager,2500,True,1000
2023-12-16 13:41:38.689755,370.1,Utilities,Utilities expense on 2023-12-16,IT,Low,Low,True,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,False,200
2023-12-31 13:41:38.689755,490.31,Travel,Travel expense on 2023-12-31,IT,High,Medium,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,500
2024-02-29 13:41:38.689755,299.44,Maintenance,Maintenance expense on 2024-02-29,HR,High,High,True,"{'Name': 'Alice', 'Position': 'Manager'}",Alice,Manager,1000,True,500
2024-04-06 13:41:38.689755,50.31,Training,Training expense on 2024-04-06,Finance,Medium,High,False,"{'Name': 'Bob', 'Position': 'Supervisor'}",Bob,Supervisor,1500,True,300
2023-08-17 13:41:38.689755,106.63,Equipment,Equipment expense on 2023-08-17,IT,High,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
2024-04-09 13:41:38.689755,457.22,Marketing,Marketing expense on 2024-04-09,IT,Low,High,False,"{'Name': 'Eve', 'Position': 'Supervisor'}",Eve,Supervisor,3000,True,1000
